Council area,Year,Sex,Age,Population
South Lanarkshire,2019,Male,8,1866
South Lanarkshire,2019,Male,9,1760
South Lanarkshire,2019,Male,10,1810
South Lanarkshire,2019,Male,11,1830
South Lanarkshire,2019,Male,12,1818
South Lanarkshire,2019,Male,13,1741
South Lanarkshire,2019,Male,14,1712
South Lanarkshire,2019,Male,15,1726
South Lanarkshire,2019,Male,16,1590
South Lanarkshire,2019,Male,17,1664
South Lanarkshire,2019,Male,18,1700
South Lanarkshire,2019,Male,19,1805
South Lanarkshire,2019,Male,20,1825
South Lanarkshire,2019,Male,21,1759
South Lanarkshire,2019,Male,22,1816
South Lanarkshire,2019,Male,23,1872
South Lanarkshire,2019,Male,24,1789
South Lanarkshire,2019,Male,25,1886
South Lanarkshire,2019,Male,26,1926
South Lanarkshire,2019,Male,27,1931
South Lanarkshire,2019,Male,28,1824
South Lanarkshire,2019,Male,29,1741
South Lanarkshire,2019,Male,30,1751
South Lanarkshire,2019,Male,31,1841
South Lanarkshire,2019,Male,32,1741
South Lanarkshire,2019,Male,33,1779
South Lanarkshire,2019,Male,34,1861
South Lanarkshire,2019,Male,35,1818
South Lanarkshire,2019,Male,36,1840
South Lanarkshire,2019,Male,37,1930
South Lanarkshire,2019,Male,38,2079
South Lanarkshire,2019,Male,39,2097
South Lanarkshire,2019,Male,40,1860
South Lanarkshire,2019,Male,41,1732
South Lanarkshire,2019,Male,42,1828
South Lanarkshire,2019,Male,43,1841
South Lanarkshire,2019,Male,44,1942
South Lanarkshire,2019,Male,45,2018
South Lanarkshire,2019,Male,46,2093
South Lanarkshire,2019,Male,47,2286
South Lanarkshire,2019,Male,48,2366
South Lanarkshire,2019,Male,49,2322
South Lanarkshire,2019,Male,50,2420
South Lanarkshire,2019,Male,51,2409
South Lanarkshire,2019,Male,52,2417
South Lanarkshire,2019,Male,53,2296
South Lanarkshire,2019,Male,54,2460
South Lanarkshire,2019,Male,55,2407
South Lanarkshire,2019,Male,56,2508
South Lanarkshire,2019,Male,57,2345
South Lanarkshire,2019,Male,58,2429
South Lanarkshire,2019,Male,59,2363
South Lanarkshire,2019,Male,60,2181
South Lanarkshire,2019,Male,61,2173
South Lanarkshire,2019,Male,62,2104
South Lanarkshire,2019,Male,63,2085
South Lanarkshire,2019,Male,64,1874
South Lanarkshire,2019,Male,65,1986
South Lanarkshire,2019,Male,66,1882
South Lanarkshire,2019,Male,67,1726
South Lanarkshire,2019,Male,68,1675
South Lanarkshire,2019,Male,69,1642
South Lanarkshire,2019,Male,70,1659
South Lanarkshire,2019,Male,71,1720
South Lanarkshire,2019,Male,72,1783
South Lanarkshire,2019,Male,73,1367
South Lanarkshire,2019,Male,74,1270
South Lanarkshire,2019,Male,75,1294
South Lanarkshire,2019,Male,76,1175
South Lanarkshire,2019,Male,77,1034
South Lanarkshire,2019,Male,78,900
South Lanarkshire,2019,Male,79,857
South Lanarkshire,2019,Male,80,810
South Lanarkshire,2019,Male,81,818
South Lanarkshire,2019,Male,82,701
South Lanarkshire,2019,Male,83,657
South Lanarkshire,2019,Male,84,504
South Lanarkshire,2019,Male,85,471
South Lanarkshire,2019,Male,86,428
South Lanarkshire,2019,Male,87,357
South Lanarkshire,2019,Male,88,306
South Lanarkshire,2019,Male,89,240
South Lanarkshire,2019,Male,90,711
Stirling,2019,Female,0,368
Stirling,2019,Female,1,412
Stirling,2019,Female,2,378
Stirling,2019,Female,3,453
Stirling,2019,Female,4,434
Stirling,2019,Female,5,450
Stirling,2019,Female,6,456
Stirling,2019,Female,7,510
Stirling,2019,Female,8,478
Stirling,2019,Female,9,473
Stirling,2019,Female,10,498
Stirling,2019,Female,11,503
Stirling,2019,Female,12,534
Stirling,2019,Female,13,528
Stirling,2019,Female,14,520
Stirling,2019,Female,15,514
Stirling,2019,Female,16,526
Stirling,2019,Female,17,457
Stirling,2019,Female,18,594
Stirling,2019,Female,19,791
Stirling,2019,Female,20,849
Stirling,2019,Female,21,876
Stirling,2019,Female,22,825
Stirling,2019,Female,23,703
Stirling,2019,Female,24,643
Stirling,2019,Female,25,620
Stirling,2019,Female,26,599
Stirling,2019,Female,27,681
Stirling,2019,Female,28,663
Stirling,2019,Female,29,657
Stirling,2019,Female,30,687
Stirling,2019,Female,31,616
Stirling,2019,Female,32,550
Stirling,2019,Female,33,517
Stirling,2019,Female,34,543
Stirling,2019,Female,35,490
Stirling,2019,Female,36,519
Stirling,2019,Female,37,582
Stirling,2019,Female,38,483
Stirling,2019,Female,39,536
Stirling,2019,Female,40,563
Stirling,2019,Female,41,573
Stirling,2019,Female,42,559
Stirling,2019,Female,43,519
Stirling,2019,Female,44,546
Stirling,2019,Female,45,540
Stirling,2019,Female,46,685
Stirling,2019,Female,47,701
Stirling,2019,Female,48,712
Stirling,2019,Female,49,790
Stirling,2019,Female,50,706
Stirling,2019,Female,51,738
Stirling,2019,Female,52,694
Stirling,2019,Female,53,755
Stirling,2019,Female,54,761
Stirling,2019,Female,55,741
Stirling,2019,Female,56,747
Stirling,2019,Female,57,680
Stirling,2019,Female,58,713
Stirling,2019,Female,59,633
Stirling,2019,Female,60,619
Stirling,2019,Female,61,602
Stirling,2019,Female,62,576
Stirling,2019,Female,63,538
Stirling,2019,Female,64,543
Stirling,2019,Female,65,556
Stirling,2019,Female,66,530
Stirling,2019,Female,67,478
Stirling,2019,Female,68,539
Stirling,2019,Female,69,485
Stirling,2019,Female,70,494
Stirling,2019,Female,71,546
Stirling,2019,Female,72,641
Stirling,2019,Female,73,456
Stirling,2019,Female,74,413
Stirling,2019,Female,75,457
Stirling,2019,Female,76,436
Stirling,2019,Female,77,389
Stirling,2019,Female,78,353
Stirling,2019,Female,79,337
Stirling,2019,Female,80,351
Stirling,2019,Female,81,309
Stirling,2019,Female,82,319
Stirling,2019,Female,83,284
Stirling,2019,Female,84,255
Stirling,2019,Female,85,207
Stirling,2019,Female,86,187
Stirling,2019,Female,87,198
Stirling,2019,Female,88,134
Stirling,2019,Female,89,121
Stirling,2019,Female,90,552
Stirling,2019,Male,0,383
Stirling,2019,Male,1,417
Stirling,2019,Male,2,446
Stirling,2019,Male,3,465
Stirling,2019,Male,4,439
Stirling,2019,Male,5,484
Stirling,2019,Male,6,492
Stirling,2019,Male,7,490
Stirling,2019,Male,8,502
Stirling,2019,Male,9,494
Stirling,2019,Male,10,514
Stirling,2019,Male,11,549
Stirling,2019,Male,12,536
Stirling,2019,Male,13,537
Stirling,2019,Male,14,558
Stirling,2019,Male,15,602
Stirling,2019,Male,16,529
Stirling,2019,Male,17,521
Stirling,2019,Male,18,579
Stirling,2019,Male,19,682
Stirling,2019,Male,20,740
Stirling,2019,Male,21,764
Stirling,2019,Male,22,834
Stirling,2019,Male,23,737
Stirling,2019,Male,24,663
Stirling,2019,Male,25,632
Stirling,2019,Male,26,554
Stirling,2019,Male,27,621
Stirling,2019,Male,28,625
Stirling,2019,Male,29,647
Stirling,2019,Male,30,625
Stirling,2019,Male,31,525
Stirling,2019,Male,32,506
Stirling,2019,Male,33,478
Stirling,2019,Male,34,446
Stirling,2019,Male,35,529
Stirling,2019,Male,36,482
Stirling,2019,Male,37,520
Stirling,2019,Male,38,458
Stirling,2019,Male,39,493
Stirling,2019,Male,40,556
Stirling,2019,Male,41,451
Stirling,2019,Male,42,480
Stirling,2019,Male,43,562
Stirling,2019,Male,44,511
Stirling,2019,Male,45,515
Stirling,2019,Male,46,519
Stirling,2019,Male,47,577
Stirling,2019,Male,48,629
Stirling,2019,Male,49,658
Stirling,2019,Male,50,700
Stirling,2019,Male,51,709
Stirling,2019,Male,52,651
Stirling,2019,Male,53,714
Stirling,2019,Male,54,750
Stirling,2019,Male,55,696
Stirling,2019,Male,56,694
Stirling,2019,Male,57,622
Stirling,2019,Male,58,635
Stirling,2019,Male,59,677
Stirling,2019,Male,60,572
Stirling,2019,Male,61,587
Stirling,2019,Male,62,593
Stirling,2019,Male,63,531
Stirling,2019,Male,64,509
Stirling,2019,Male,65,476
Stirling,2019,Male,66,524
Stirling,2019,Male,67,497
Stirling,2019,Male,68,475
Stirling,2019,Male,69,488
Stirling,2019,Male,70,497
Stirling,2019,Male,71,488
Stirling,2019,Male,72,570
Stirling,2019,Male,73,409
Stirling,2019,Male,74,330
Stirling,2019,Male,75,388
Stirling,2019,Male,76,344
Stirling,2019,Male,77,301
Stirling,2019,Male,78,279
Stirling,2019,Male,79,293
Stirling,2019,Male,80,287
Stirling,2019,Male,81,218
Stirling,2019,Male,82,231
Stirling,2019,Male,83,183
Stirling,2019,Male,84,202
Stirling,2019,Male,85,124
Stirling,2019,Male,86,148
Stirling,2019,Male,87,135
Stirling,2019,Male,88,86
Stirling,2019,Male,89,60
Stirling,2019,Male,90,204
West Dunbartonshire,2019,Female,0,411
West Dunbartonshire,2019,Female,1,399
West Dunbartonshire,2019,Female,2,449
West Dunbartonshire,2019,Female,3,488
West Dunbartonshire,2019,Female,4,449
West Dunbartonshire,2019,Female,5,481
West Dunbartonshire,2019,Female,6,518
West Dunbartonshire,2019,Female,7,494
West Dunbartonshire,2019,Female,8,498
West Dunbartonshire,2019,Female,9,496
West Dunbartonshire,2019,Female,10,503
West Dunbartonshire,2019,Female,11,519
West Dunbartonshire,2019,Female,12,489
West Dunbartonshire,2019,Female,13,475
West Dunbartonshire,2019,Female,14,479
West Dunbartonshire,2019,Female,15,439
West Dunbartonshire,2019,Female,16,447
West Dunbartonshire,2019,Female,17,469
West Dunbartonshire,2019,Female,18,462
West Dunbartonshire,2019,Female,19,465
West Dunbartonshire,2019,Female,20,459
West Dunbartonshire,2019,Female,21,464
West Dunbartonshire,2019,Female,22,492
West Dunbartonshire,2019,Female,23,497
West Dunbartonshire,2019,Female,24,538
West Dunbartonshire,2019,Female,25,521
West Dunbartonshire,2019,Female,26,635
West Dunbartonshire,2019,Female,27,614
West Dunbartonshire,2019,Female,28,577
West Dunbartonshire,2019,Female,29,591
West Dunbartonshire,2019,Female,30,603
West Dunbartonshire,2019,Female,31,581
West Dunbartonshire,2019,Female,32,527
West Dunbartonshire,2019,Female,33,610
West Dunbartonshire,2019,Female,34,574
West Dunbartonshire,2019,Female,35,532
West Dunbartonshire,2019,Female,36,601
West Dunbartonshire,2019,Female,37,568
West Dunbartonshire,2019,Female,38,635
West Dunbartonshire,2019,Female,39,561
West Dunbartonshire,2019,Female,40,530
West Dunbartonshire,2019,Female,41,478
West Dunbartonshire,2019,Female,42,475
West Dunbartonshire,2019,Female,43,568
West Dunbartonshire,2019,Female,44,516
West Dunbartonshire,2019,Female,45,544
West Dunbartonshire,2019,Female,46,569
West Dunbartonshire,2019,Female,47,584
West Dunbartonshire,2019,Female,48,679
West Dunbartonshire,2019,Female,49,684
West Dunbartonshire,2019,Female,50,768
West Dunbartonshire,2019,Female,51,754
West Dunbartonshire,2019,Female,52,761
West Dunbartonshire,2019,Female,53,755
West Dunbartonshire,2019,Female,54,736
West Dunbartonshire,2019,Female,55,788
West Dunbartonshire,2019,Female,56,772
West Dunbartonshire,2019,Female,57,704
West Dunbartonshire,2019,Female,58,734
West Dunbartonshire,2019,Female,59,683
West Dunbartonshire,2019,Female,60,696
West Dunbartonshire,2019,Female,61,688
West Dunbartonshire,2019,Female,62,648
West Dunbartonshire,2019,Female,63,641
West Dunbartonshire,2019,Female,64,613
West Dunbartonshire,2019,Female,65,588
West Dunbartonshire,2019,Female,66,519
West Dunbartonshire,2019,Female,67,511
West Dunbartonshire,2019,Female,68,540
West Dunbartonshire,2019,Female,69,521
West Dunbartonshire,2019,Female,70,501
West Dunbartonshire,2019,Female,71,571
West Dunbartonshire,2019,Female,72,549
West Dunbartonshire,2019,Female,73,393
West Dunbartonshire,2019,Female,74,383
West Dunbartonshire,2019,Female,75,362
West Dunbartonshire,2019,Female,76,380
West Dunbartonshire,2019,Female,77,344
West Dunbartonshire,2019,Female,78,327
West Dunbartonshire,2019,Female,79,327
West Dunbartonshire,2019,Female,80,337
West Dunbartonshire,2019,Female,81,274
West Dunbartonshire,2019,Female,82,263
West Dunbartonshire,2019,Female,83,249
West Dunbartonshire,2019,Female,84,226
West Dunbartonshire,2019,Female,85,197
West Dunbartonshire,2019,Female,86,198
West Dunbartonshire,2019,Female,87,173
West Dunbartonshire,2019,Female,88,146
West Dunbartonshire,2019,Female,89,130
West Dunbartonshire,2019,Female,90,425
West Dunbartonshire,2019,Male,0,464
West Dunbartonshire,2019,Male,1,459
West Dunbartonshire,2019,Male,2,464
West Dunbartonshire,2019,Male,3,487
West Dunbartonshire,2019,Male,4,479
West Dunbartonshire,2019,Male,5,473
West Dunbartonshire,2019,Male,6,507
West Dunbartonshire,2019,Male,7,562
West Dunbartonshire,2019,Male,8,554
West Dunbartonshire,2019,Male,9,544
West Dunbartonshire,2019,Male,10,546
West Dunbartonshire,2019,Male,11,522
West Dunbartonshire,2019,Male,12,512
West Dunbartonshire,2019,Male,13,485
West Dunbartonshire,2019,Male,14,507
West Dunbartonshire,2019,Male,15,495
West Dunbartonshire,2019,Male,16,471
West Dunbartonshire,2019,Male,17,423
West Dunbartonshire,2019,Male,18,437
West Dunbartonshire,2019,Male,19,471
West Dunbartonshire,2019,Male,20,487
West Dunbartonshire,2019,Male,21,524
West Dunbartonshire,2019,Male,22,535
West Dunbartonshire,2019,Male,23,530
West Dunbartonshire,2019,Male,24,541
West Dunbartonshire,2019,Male,25,603
West Dunbartonshire,2019,Male,26,564
West Dunbartonshire,2019,Male,27,571
West Dunbartonshire,2019,Male,28,610
West Dunbartonshire,2019,Male,29,569
West Dunbartonshire,2019,Male,30,494
West Dunbartonshire,2019,Male,31,553
West Dunbartonshire,2019,Male,32,603
West Dunbartonshire,2019,Male,33,592
West Dunbartonshire,2019,Male,34,551
West Dunbartonshire,2019,Male,35,478
West Dunbartonshire,2019,Male,36,501
West Dunbartonshire,2019,Male,37,518
West Dunbartonshire,2019,Male,38,553
West Dunbartonshire,2019,Male,39,443
West Dunbartonshire,2019,Male,40,485
West Dunbartonshire,2019,Male,41,427
West Dunbartonshire,2019,Male,42,466
West Dunbartonshire,2019,Male,43,447
West Dunbartonshire,2019,Male,44,440
West Dunbartonshire,2019,Male,45,456
West Dunbartonshire,2019,Male,46,545
West Dunbartonshire,2019,Male,47,555
West Dunbartonshire,2019,Male,48,582
West Dunbartonshire,2019,Male,49,551
West Dunbartonshire,2019,Male,50,628
West Dunbartonshire,2019,Male,51,612
West Dunbartonshire,2019,Male,52,617
West Dunbartonshire,2019,Male,53,686
West Dunbartonshire,2019,Male,54,715
West Dunbartonshire,2019,Male,55,681
West Dunbartonshire,2019,Male,56,699
West Dunbartonshire,2019,Male,57,668
West Dunbartonshire,2019,Male,58,664
West Dunbartonshire,2019,Male,59,622
West Dunbartonshire,2019,Male,60,619
West Dunbartonshire,2019,Male,61,645
West Dunbartonshire,2019,Male,62,569
West Dunbartonshire,2019,Male,63,606
West Dunbartonshire,2019,Male,64,554
West Dunbartonshire,2019,Male,65,520
West Dunbartonshire,2019,Male,66,504
West Dunbartonshire,2019,Male,67,459
West Dunbartonshire,2019,Male,68,450
West Dunbartonshire,2019,Male,69,453
West Dunbartonshire,2019,Male,70,442
West Dunbartonshire,2019,Male,71,488
West Dunbartonshire,2019,Male,72,432
West Dunbartonshire,2019,Male,73,404
West Dunbartonshire,2019,Male,74,346
West Dunbartonshire,2019,Male,75,334
West Dunbartonshire,2019,Male,76,265
West Dunbartonshire,2019,Male,77,264
West Dunbartonshire,2019,Male,78,213
West Dunbartonshire,2019,Male,79,231
West Dunbartonshire,2019,Male,80,221
West Dunbartonshire,2019,Male,81,185
West Dunbartonshire,2019,Male,82,164
West Dunbartonshire,2019,Male,83,166
West Dunbartonshire,2019,Male,84,129
West Dunbartonshire,2019,Male,85,134
West Dunbartonshire,2019,Male,86,96
West Dunbartonshire,2019,Male,87,99
West Dunbartonshire,2019,Male,88,67
West Dunbartonshire,2019,Male,89,49
West Dunbartonshire,2019,Male,90,182
West Lothian,2019,Female,0,827
West Lothian,2019,Female,1,933
West Lothian,2019,Female,2,1001
West Lothian,2019,Female,3,1022
West Lothian,2019,Female,4,1007
West Lothian,2019,Female,5,1088
West Lothian,2019,Female,6,1153
West Lothian,2019,Female,7,1050
West Lothian,2019,Female,8,1172
West Lothian,2019,Female,9,1102
West Lothian,2019,Female,10,1188
West Lothian,2019,Female,11,1180
West Lothian,2019,Female,12,1137
West Lothian,2019,Female,13,1118
West Lothian,2019,Female,14,1093
West Lothian,2019,Female,15,1058
West Lothian,2019,Female,16,1015
West Lothian,2019,Female,17,1084
West Lothian,2019,Female,18,955
West Lothian,2019,Female,19,932
West Lothian,2019,Female,20,912
West Lothian,2019,Female,21,907
West Lothian,2019,Female,22,996
West Lothian,2019,Female,23,962
West Lothian,2019,Female,24,1019
West Lothian,2019,Female,25,1142
West Lothian,2019,Female,26,1076
West Lothian,2019,Female,27,1083
West Lothian,2019,Female,28,1073
West Lothian,2019,Female,29,1101
West Lothian,2019,Female,30,1098
West Lothian,2019,Female,31,1230
West Lothian,2019,Female,32,1315
West Lothian,2019,Female,33,1299
West Lothian,2019,Female,34,1300
West Lothian,2019,Female,35,1220
West Lothian,2019,Female,36,1337
West Lothian,2019,Female,37,1340
West Lothian,2019,Female,38,1335
West Lothian,2019,Female,39,1228
West Lothian,2019,Female,40,1196
West Lothian,2019,Female,41,1158
West Lothian,2019,Female,42,1073
West Lothian,2019,Female,43,1194
West Lothian,2019,Female,44,1272
West Lothian,2019,Female,45,1254
West Lothian,2019,Female,46,1398
West Lothian,2019,Female,47,1418
West Lothian,2019,Female,48,1434
West Lothian,2019,Female,49,1494
West Lothian,2019,Female,50,1478
West Lothian,2019,Female,51,1502
West Lothian,2019,Female,52,1498
West Lothian,2019,Female,53,1439
West Lothian,2019,Female,54,1483
West Lothian,2019,Female,55,1368
West Lothian,2019,Female,56,1389
West Lothian,2019,Female,57,1360
West Lothian,2019,Female,58,1301
West Lothian,2019,Female,59,1230
West Lothian,2019,Female,60,1233
West Lothian,2019,Female,61,1150
West Lothian,2019,Female,62,1076
West Lothian,2019,Female,63,1029
West Lothian,2019,Female,64,950
West Lothian,2019,Female,65,1023
West Lothian,2019,Female,66,1013
West Lothian,2019,Female,67,951
West Lothian,2019,Female,68,926
West Lothian,2019,Female,69,913
West Lothian,2019,Female,70,973
West Lothian,2019,Female,71,1015
West Lothian,2019,Female,72,1006
West Lothian,2019,Female,73,800
West Lothian,2019,Female,74,728
West Lothian,2019,Female,75,722
West Lothian,2019,Female,76,698
West Lothian,2019,Female,77,652
West Lothian,2019,Female,78,572
West Lothian,2019,Female,79,542
West Lothian,2019,Female,80,545
West Lothian,2019,Female,81,491
West Lothian,2019,Female,82,420
