Council area,Year,Sex,Age,Population
Inverclyde,2019,Male,23,476
Inverclyde,2019,Male,24,477
Inverclyde,2019,Male,25,441
Inverclyde,2019,Male,26,453
Inverclyde,2019,Male,27,482
Inverclyde,2019,Male,28,506
Inverclyde,2019,Male,29,442
Inverclyde,2019,Male,30,433
Inverclyde,2019,Male,31,444
Inverclyde,2019,Male,32,433
Inverclyde,2019,Male,33,474
Inverclyde,2019,Male,34,415
Inverclyde,2019,Male,35,414
Inverclyde,2019,Male,36,431
Inverclyde,2019,Male,37,466
Inverclyde,2019,Male,38,406
Inverclyde,2019,Male,39,431
Inverclyde,2019,Male,40,418
Inverclyde,2019,Male,41,373
Inverclyde,2019,Male,42,386
Inverclyde,2019,Male,43,369
Inverclyde,2019,Male,44,401
Inverclyde,2019,Male,45,407
Inverclyde,2019,Male,46,430
Inverclyde,2019,Male,47,477
Inverclyde,2019,Male,48,464
Inverclyde,2019,Male,49,510
Inverclyde,2019,Male,50,504
Inverclyde,2019,Male,51,587
Inverclyde,2019,Male,52,608
Inverclyde,2019,Male,53,618
Inverclyde,2019,Male,54,632
Inverclyde,2019,Male,55,606
Inverclyde,2019,Male,56,660
Inverclyde,2019,Male,57,680
Inverclyde,2019,Male,58,660
Inverclyde,2019,Male,59,594
Inverclyde,2019,Male,60,590
Inverclyde,2019,Male,61,517
Inverclyde,2019,Male,62,527
Inverclyde,2019,Male,63,528
Inverclyde,2019,Male,64,484
Inverclyde,2019,Male,65,433
Inverclyde,2019,Male,66,455
Inverclyde,2019,Male,67,426
Inverclyde,2019,Male,68,465
Inverclyde,2019,Male,69,441
Inverclyde,2019,Male,70,414
Inverclyde,2019,Male,71,393
Inverclyde,2019,Male,72,448
Inverclyde,2019,Male,73,379
Inverclyde,2019,Male,74,316
Inverclyde,2019,Male,75,358
Inverclyde,2019,Male,76,301
Inverclyde,2019,Male,77,256
Inverclyde,2019,Male,78,259
Inverclyde,2019,Male,79,211
Inverclyde,2019,Male,80,222
Inverclyde,2019,Male,81,207
Inverclyde,2019,Male,82,184
Inverclyde,2019,Male,83,156
Inverclyde,2019,Male,84,158
Inverclyde,2019,Male,85,105
Inverclyde,2019,Male,86,101
Inverclyde,2019,Male,87,94
Inverclyde,2019,Male,88,63
Inverclyde,2019,Male,89,70
Inverclyde,2019,Male,90,202
Midlothian,2019,Female,0,535
Midlothian,2019,Female,1,571
Midlothian,2019,Female,2,555
Midlothian,2019,Female,3,599
Midlothian,2019,Female,4,602
Midlothian,2019,Female,5,610
Midlothian,2019,Female,6,596
Midlothian,2019,Female,7,576
Midlothian,2019,Female,8,605
Midlothian,2019,Female,9,565
Midlothian,2019,Female,10,518
Midlothian,2019,Female,11,568
Midlothian,2019,Female,12,482
Midlothian,2019,Female,13,521
Midlothian,2019,Female,14,496
Midlothian,2019,Female,15,481
Midlothian,2019,Female,16,458
Midlothian,2019,Female,17,439
Midlothian,2019,Female,18,484
Midlothian,2019,Female,19,466
Midlothian,2019,Female,20,483
Midlothian,2019,Female,21,432
Midlothian,2019,Female,22,481
Midlothian,2019,Female,23,426
Midlothian,2019,Female,24,534
Midlothian,2019,Female,25,552
Midlothian,2019,Female,26,589
Midlothian,2019,Female,27,630
Midlothian,2019,Female,28,625
Midlothian,2019,Female,29,578
Midlothian,2019,Female,30,599
Midlothian,2019,Female,31,654
Midlothian,2019,Female,32,621
Midlothian,2019,Female,33,620
Midlothian,2019,Female,34,658
Midlothian,2019,Female,35,644
Midlothian,2019,Female,36,642
Midlothian,2019,Female,37,712
Midlothian,2019,Female,38,675
Midlothian,2019,Female,39,663
Midlothian,2019,Female,40,646
Midlothian,2019,Female,41,549
Midlothian,2019,Female,42,532
Midlothian,2019,Female,43,569
Midlothian,2019,Female,44,562
Midlothian,2019,Female,45,588
Midlothian,2019,Female,46,564
Midlothian,2019,Female,47,654
Midlothian,2019,Female,48,730
Midlothian,2019,Female,49,704
Midlothian,2019,Female,50,695
Midlothian,2019,Female,51,708
Midlothian,2019,Female,52,690
Midlothian,2019,Female,53,703
Midlothian,2019,Female,54,682
Midlothian,2019,Female,55,659
Midlothian,2019,Female,56,725
Midlothian,2019,Female,57,682
Midlothian,2019,Female,58,693
Midlothian,2019,Female,59,632
Midlothian,2019,Female,60,626
Midlothian,2019,Female,61,630
Midlothian,2019,Female,62,634
Midlothian,2019,Female,63,537
Midlothian,2019,Female,64,562
Midlothian,2019,Female,65,529
Midlothian,2019,Female,66,537
Midlothian,2019,Female,67,514
Midlothian,2019,Female,68,557
Midlothian,2019,Female,69,501
Midlothian,2019,Female,70,558
Midlothian,2019,Female,71,564
Midlothian,2019,Female,72,621
Midlothian,2019,Female,73,465
Midlothian,2019,Female,74,404
Midlothian,2019,Female,75,437
Midlothian,2019,Female,76,398
Midlothian,2019,Female,77,323
Midlothian,2019,Female,78,331
Midlothian,2019,Female,79,315
Midlothian,2019,Female,80,289
Midlothian,2019,Female,81,274
Midlothian,2019,Female,82,266
Midlothian,2019,Female,83,258
Midlothian,2019,Female,84,238
Midlothian,2019,Female,85,187
Midlothian,2019,Female,86,161
Midlothian,2019,Female,87,166
Midlothian,2019,Female,88,127
Midlothian,2019,Female,89,120
Midlothian,2019,Female,90,385
Midlothian,2019,Male,0,574
Midlothian,2019,Male,1,559
Midlothian,2019,Male,2,595
Midlothian,2019,Male,3,635
Midlothian,2019,Male,4,622
Midlothian,2019,Male,5,603
Midlothian,2019,Male,6,546
Midlothian,2019,Male,7,619
Midlothian,2019,Male,8,555
Midlothian,2019,Male,9,582
Midlothian,2019,Male,10,581
Midlothian,2019,Male,11,502
Midlothian,2019,Male,12,527
Midlothian,2019,Male,13,535
Midlothian,2019,Male,14,522
Midlothian,2019,Male,15,516
Midlothian,2019,Male,16,502
Midlothian,2019,Male,17,482
Midlothian,2019,Male,18,481
Midlothian,2019,Male,19,483
Midlothian,2019,Male,20,482
Midlothian,2019,Male,21,458
Midlothian,2019,Male,22,458
Midlothian,2019,Male,23,491
Midlothian,2019,Male,24,507
Midlothian,2019,Male,25,521
Midlothian,2019,Male,26,505
Midlothian,2019,Male,27,531
Midlothian,2019,Male,28,566
Midlothian,2019,Male,29,539
Midlothian,2019,Male,30,575
Midlothian,2019,Male,31,580
Midlothian,2019,Male,32,539
Midlothian,2019,Male,33,609
Midlothian,2019,Male,34,545
Midlothian,2019,Male,35,560
Midlothian,2019,Male,36,595
Midlothian,2019,Male,37,576
Midlothian,2019,Male,38,571
Midlothian,2019,Male,39,642
Midlothian,2019,Male,40,572
Midlothian,2019,Male,41,529
Midlothian,2019,Male,42,520
Midlothian,2019,Male,43,536
Midlothian,2019,Male,44,538
Midlothian,2019,Male,45,594
Midlothian,2019,Male,46,575
Midlothian,2019,Male,47,574
Midlothian,2019,Male,48,626
Midlothian,2019,Male,49,632
Midlothian,2019,Male,50,613
Midlothian,2019,Male,51,651
Midlothian,2019,Male,52,657
Midlothian,2019,Male,53,594
Midlothian,2019,Male,54,645
Midlothian,2019,Male,55,648
Midlothian,2019,Male,56,641
Midlothian,2019,Male,57,640
Midlothian,2019,Male,58,579
Midlothian,2019,Male,59,615
Midlothian,2019,Male,60,577
Midlothian,2019,Male,61,560
Midlothian,2019,Male,62,565
Midlothian,2019,Male,63,548
Midlothian,2019,Male,64,476
Midlothian,2019,Male,65,516
Midlothian,2019,Male,66,494
Midlothian,2019,Male,67,484
Midlothian,2019,Male,68,469
Midlothian,2019,Male,69,498
Midlothian,2019,Male,70,498
Midlothian,2019,Male,71,465
Midlothian,2019,Male,72,545
Midlothian,2019,Male,73,412
Midlothian,2019,Male,74,393
Midlothian,2019,Male,75,360
Midlothian,2019,Male,76,333
Midlothian,2019,Male,77,281
Midlothian,2019,Male,78,271
Midlothian,2019,Male,79,219
Midlothian,2019,Male,80,234
Midlothian,2019,Male,81,230
Midlothian,2019,Male,82,180
Midlothian,2019,Male,83,161
Midlothian,2019,Male,84,151
Midlothian,2019,Male,85,109
Midlothian,2019,Male,86,107
Midlothian,2019,Male,87,90
Midlothian,2019,Male,88,87
Midlothian,2019,Male,89,83
Midlothian,2019,Male,90,188
Moray,2019,Female,0,392
Moray,2019,Female,1,367
Moray,2019,Female,2,446
Moray,2019,Female,3,441
Moray,2019,Female,4,453
Moray,2019,Female,5,467
Moray,2019,Female,6,489
Moray,2019,Female,7,504
Moray,2019,Female,8,519
Moray,2019,Female,9,523
Moray,2019,Female,10,561
Moray,2019,Female,11,598
Moray,2019,Female,12,519
Moray,2019,Female,13,500
Moray,2019,Female,14,555
Moray,2019,Female,15,529
Moray,2019,Female,16,517
Moray,2019,Female,17,491
Moray,2019,Female,18,456
Moray,2019,Female,19,407
Moray,2019,Female,20,412
Moray,2019,Female,21,387
Moray,2019,Female,22,446
Moray,2019,Female,23,494
Moray,2019,Female,24,511
Moray,2019,Female,25,577
Moray,2019,Female,26,537
Moray,2019,Female,27,556
Moray,2019,Female,28,482
Moray,2019,Female,29,518
Moray,2019,Female,30,556
Moray,2019,Female,31,552
Moray,2019,Female,32,557
Moray,2019,Female,33,579
Moray,2019,Female,34,628
Moray,2019,Female,35,566
Moray,2019,Female,36,553
Moray,2019,Female,37,594
Moray,2019,Female,38,528
Moray,2019,Female,39,563
Moray,2019,Female,40,533
Moray,2019,Female,41,501
Moray,2019,Female,42,504
Moray,2019,Female,43,567
Moray,2019,Female,44,593
Moray,2019,Female,45,613
Moray,2019,Female,46,655
Moray,2019,Female,47,707
Moray,2019,Female,48,744
Moray,2019,Female,49,725
Moray,2019,Female,50,714
Moray,2019,Female,51,708
Moray,2019,Female,52,729
Moray,2019,Female,53,771
Moray,2019,Female,54,762
Moray,2019,Female,55,715
Moray,2019,Female,56,762
Moray,2019,Female,57,719
Moray,2019,Female,58,700
Moray,2019,Female,59,669
Moray,2019,Female,60,655
Moray,2019,Female,61,668
Moray,2019,Female,62,674
Moray,2019,Female,63,653
Moray,2019,Female,64,635
Moray,2019,Female,65,591
Moray,2019,Female,66,612
Moray,2019,Female,67,563
Moray,2019,Female,68,616
Moray,2019,Female,69,606
Moray,2019,Female,70,585
Moray,2019,Female,71,600
Moray,2019,Female,72,706
Moray,2019,Female,73,520
Moray,2019,Female,74,529
Moray,2019,Female,75,485
Moray,2019,Female,76,472
Moray,2019,Female,77,409
Moray,2019,Female,78,389
Moray,2019,Female,79,377
Moray,2019,Female,80,346
Moray,2019,Female,81,345
Moray,2019,Female,82,298
Moray,2019,Female,83,286
Moray,2019,Female,84,332
Moray,2019,Female,85,236
Moray,2019,Female,86,230
Moray,2019,Female,87,218
Moray,2019,Female,88,203
Moray,2019,Female,89,135
Moray,2019,Female,90,579
Moray,2019,Male,0,421
Moray,2019,Male,1,448
Moray,2019,Male,2,451
Moray,2019,Male,3,521
Moray,2019,Male,4,486
Moray,2019,Male,5,495
Moray,2019,Male,6,531
Moray,2019,Male,7,464
Moray,2019,Male,8,588
Moray,2019,Male,9,557
Moray,2019,Male,10,562
Moray,2019,Male,11,618
Moray,2019,Male,12,565
Moray,2019,Male,13,552
Moray,2019,Male,14,497
Moray,2019,Male,15,526
Moray,2019,Male,16,568
Moray,2019,Male,17,572
Moray,2019,Male,18,543
Moray,2019,Male,19,547
Moray,2019,Male,20,578
Moray,2019,Male,21,551
Moray,2019,Male,22,566
Moray,2019,Male,23,648
Moray,2019,Male,24,578
Moray,2019,Male,25,549
Moray,2019,Male,26,532
Moray,2019,Male,27,618
Moray,2019,Male,28,538
Moray,2019,Male,29,505
Moray,2019,Male,30,505
Moray,2019,Male,31,591
Moray,2019,Male,32,607
Moray,2019,Male,33,528
Moray,2019,Male,34,560
Moray,2019,Male,35,563
Moray,2019,Male,36,507
Moray,2019,Male,37,532
Moray,2019,Male,38,532
Moray,2019,Male,39,631
Moray,2019,Male,40,609
Moray,2019,Male,41,500
Moray,2019,Male,42,506
Moray,2019,Male,43,561
Moray,2019,Male,44,552
Moray,2019,Male,45,601
Moray,2019,Male,46,599
Moray,2019,Male,47,680
Moray,2019,Male,48,712
Moray,2019,Male,49,679
Moray,2019,Male,50,728
Moray,2019,Male,51,751
Moray,2019,Male,52,742
Moray,2019,Male,53,716
Moray,2019,Male,54,723
Moray,2019,Male,55,732
Moray,2019,Male,56,720
Moray,2019,Male,57,740
Moray,2019,Male,58,688
Moray,2019,Male,59,685
Moray,2019,Male,60,635
Moray,2019,Male,61,662
Moray,2019,Male,62,628
Moray,2019,Male,63,661
Moray,2019,Male,64,557
Moray,2019,Male,65,570
Moray,2019,Male,66,588
Moray,2019,Male,67,558
Moray,2019,Male,68,554
Moray,2019,Male,69,570
Moray,2019,Male,70,525
Moray,2019,Male,71,589
Moray,2019,Male,72,567
Moray,2019,Male,73,444
Moray,2019,Male,74,400
Moray,2019,Male,75,439
Moray,2019,Male,76,398
Moray,2019,Male,77,343
Moray,2019,Male,78,326
Moray,2019,Male,79,315
Moray,2019,Male,80,316
Moray,2019,Male,81,275
Moray,2019,Male,82,278
Moray,2019,Male,83,192
Moray,2019,Male,84,210
Moray,2019,Male,85,190
Moray,2019,Male,86,163
Moray,2019,Male,87,115
Moray,2019,Male,88,108
Moray,2019,Male,89,96
Moray,2019,Male,90,319
Na h-Eileanan Siar,2019,Female,0,103
Na h-Eileanan Siar,2019,Female,1,93
Na h-Eileanan Siar,2019,Female,2,113
Na h-Eileanan Siar,2019,Female,3,112
Na h-Eileanan Siar,2019,Female,4,115
Na h-Eileanan Siar,2019,Female,5,124
Na h-Eileanan Siar,2019,Female,6,140
Na h-Eileanan Siar,2019,Female,7,121
Na h-Eileanan Siar,2019,Female,8,124
Na h-Eileanan Siar,2019,Female,9,122
Na h-Eileanan Siar,2019,Female,10,133
Na h-Eileanan Siar,2019,Female,11,131
Na h-Eileanan Siar,2019,Female,12,160
Na h-Eileanan Siar,2019,Female,13,147
Na h-Eileanan Siar,2019,Female,14,130
Na h-Eileanan Siar,2019,Female,15,158
Na h-Eileanan Siar,2019,Female,16,149
Na h-Eileanan Siar,2019,Female,17,133
Na h-Eileanan Siar,2019,Female,18,134
Na h-Eileanan Siar,2019,Female,19,87
Na h-Eileanan Siar,2019,Female,20,94
Na h-Eileanan Siar,2019,Female,21,94
Na h-Eileanan Siar,2019,Female,22,100
Na h-Eileanan Siar,2019,Female,23,112
Na h-Eileanan Siar,2019,Female,24,99
Na h-Eileanan Siar,2019,Female,25,141
Na h-Eileanan Siar,2019,Female,26,116
Na h-Eileanan Siar,2019,Female,27,111
Na h-Eileanan Siar,2019,Female,28,96
Na h-Eileanan Siar,2019,Female,29,107
Na h-Eileanan Siar,2019,Female,30,124
Na h-Eileanan Siar,2019,Female,31,144
Na h-Eileanan Siar,2019,Female,32,147
Na h-Eileanan Siar,2019,Female,33,119
Na h-Eileanan Siar,2019,Female,34,122
Na h-Eileanan Siar,2019,Female,35,131
Na h-Eileanan Siar,2019,Female,36,143
Na h-Eileanan Siar,2019,Female,37,161
Na h-Eileanan Siar,2019,Female,38,142
Na h-Eileanan Siar,2019,Female,39,150
Na h-Eileanan Siar,2019,Female,40,177
Na h-Eileanan Siar,2019,Female,41,138
Na h-Eileanan Siar,2019,Female,42,169
Na h-Eileanan Siar,2019,Female,43,164
Na h-Eileanan Siar,2019,Female,44,167
Na h-Eileanan Siar,2019,Female,45,165
Na h-Eileanan Siar,2019,Female,46,174
Na h-Eileanan Siar,2019,Female,47,186
Na h-Eileanan Siar,2019,Female,48,173
Na h-Eileanan Siar,2019,Female,49,208
Na h-Eileanan Siar,2019,Female,50,220
Na h-Eileanan Siar,2019,Female,51,226
Na h-Eileanan Siar,2019,Female,52,195
Na h-Eileanan Siar,2019,Female,53,217
Na h-Eileanan Siar,2019,Female,54,220
Na h-Eileanan Siar,2019,Female,55,194
Na h-Eileanan Siar,2019,Female,56,215
Na h-Eileanan Siar,2019,Female,57,233
Na h-Eileanan Siar,2019,Female,58,210
Na h-Eileanan Siar,2019,Female,59,190
Na h-Eileanan Siar,2019,Female,60,204
Na h-Eileanan Siar,2019,Female,61,185
Na h-Eileanan Siar,2019,Female,62,188
Na h-Eileanan Siar,2019,Female,63,185
Na h-Eileanan Siar,2019,Female,64,199
Na h-Eileanan Siar,2019,Female,65,187
Na h-Eileanan Siar,2019,Female,66,169
Na h-Eileanan Siar,2019,Female,67,211
Na h-Eileanan Siar,2019,Female,68,199
Na h-Eileanan Siar,2019,Female,69,189
Na h-Eileanan Siar,2019,Female,70,199
Na h-Eileanan Siar,2019,Female,71,170
Na h-Eileanan Siar,2019,Female,72,208
Na h-Eileanan Siar,2019,Female,73,173
Na h-Eileanan Siar,2019,Female,74,134
Na h-Eileanan Siar,2019,Female,75,148
Na h-Eileanan Siar,2019,Female,76,169
Na h-Eileanan Siar,2019,Female,77,120
Na h-Eileanan Siar,2019,Female,78,147
Na h-Eileanan Siar,2019,Female,79,154
Na h-Eileanan Siar,2019,Female,80,120
Na h-Eileanan Siar,2019,Female,81,128
Na h-Eileanan Siar,2019,Female,82,113
Na h-Eileanan Siar,2019,Female,83,97
Na h-Eileanan Siar,2019,Female,84,91
Na h-Eileanan Siar,2019,Female,85,95
Na h-Eileanan Siar,2019,Female,86,89
Na h-Eileanan Siar,2019,Female,87,82
Na h-Eileanan Siar,2019,Female,88,64
Na h-Eileanan Siar,2019,Female,89,50
Na h-Eileanan Siar,2019,Female,90,234
Na h-Eileanan Siar,2019,Male,0,93
Na h-Eileanan Siar,2019,Male,1,120
Na h-Eileanan Siar,2019,Male,2,138
Na h-Eileanan Siar,2019,Male,3,130
Na h-Eileanan Siar,2019,Male,4,107
Na h-Eileanan Siar,2019,Male,5,140
Na h-Eileanan Siar,2019,Male,6,120
Na h-Eileanan Siar,2019,Male,7,166
Na h-Eileanan Siar,2019,Male,8,138
Na h-Eileanan Siar,2019,Male,9,147
Na h-Eileanan Siar,2019,Male,10,157
Na h-Eileanan Siar,2019,Male,11,168
Na h-Eileanan Siar,2019,Male,12,155
Na h-Eileanan Siar,2019,Male,13,156
Na h-Eileanan Siar,2019,Male,14,144
Na h-Eileanan Siar,2019,Male,15,149
Na h-Eileanan Siar,2019,Male,16,138
Na h-Eileanan Siar,2019,Male,17,118
Na h-Eileanan Siar,2019,Male,18,111
Na h-Eileanan Siar,2019,Male,19,105
Na h-Eileanan Siar,2019,Male,20,126
Na h-Eileanan Siar,2019,Male,21,100
Na h-Eileanan Siar,2019,Male,22,128
Na h-Eileanan Siar,2019,Male,23,132
Na h-Eileanan Siar,2019,Male,24,123
Na h-Eileanan Siar,2019,Male,25,139
Na h-Eileanan Siar,2019,Male,26,88
Na h-Eileanan Siar,2019,Male,27,124
Na h-Eileanan Siar,2019,Male,28,85
Na h-Eileanan Siar,2019,Male,29,119
Na h-Eileanan Siar,2019,Male,30,141
Na h-Eileanan Siar,2019,Male,31,126
Na h-Eileanan Siar,2019,Male,32,150
Na h-Eileanan Siar,2019,Male,33,120
Na h-Eileanan Siar,2019,Male,34,119
Na h-Eileanan Siar,2019,Male,35,134
Na h-Eileanan Siar,2019,Male,36,115
Na h-Eileanan Siar,2019,Male,37,141
Na h-Eileanan Siar,2019,Male,38,130
Na h-Eileanan Siar,2019,Male,39,135
Na h-Eileanan Siar,2019,Male,40,144
Na h-Eileanan Siar,2019,Male,41,140
Na h-Eileanan Siar,2019,Male,42,155
Na h-Eileanan Siar,2019,Male,43,145
Na h-Eileanan Siar,2019,Male,44,161
Na h-Eileanan Siar,2019,Male,45,164
Na h-Eileanan Siar,2019,Male,46,173
Na h-Eileanan Siar,2019,Male,47,189
Na h-Eileanan Siar,2019,Male,48,226
Na h-Eileanan Siar,2019,Male,49,189
Na h-Eileanan Siar,2019,Male,50,210
Na h-Eileanan Siar,2019,Male,51,214
Na h-Eileanan Siar,2019,Male,52,234
Na h-Eileanan Siar,2019,Male,53,189
Na h-Eileanan Siar,2019,Male,54,202
Na h-Eileanan Siar,2019,Male,55,230
Na h-Eileanan Siar,2019,Male,56,203
Na h-Eileanan Siar,2019,Male,57,247
Na h-Eileanan Siar,2019,Male,58,202
Na h-Eileanan Siar,2019,Male,59,210
Na h-Eileanan Siar,2019,Male,60,229
Na h-Eileanan Siar,2019,Male,61,193
Na h-Eileanan Siar,2019,Male,62,212
Na h-Eileanan Siar,2019,Male,63,192
Na h-Eileanan Siar,2019,Male,64,213
Na h-Eileanan Siar,2019,Male,65,184
Na h-Eileanan Siar,2019,Male,66,210
Na h-Eileanan Siar,2019,Male,67,178
Na h-Eileanan Siar,2019,Male,68,162
Na h-Eileanan Siar,2019,Male,69,215
Na h-Eileanan Siar,2019,Male,70,187
Na h-Eileanan Siar,2019,Male,71,208
Na h-Eileanan Siar,2019,Male,72,202
Na h-Eileanan Siar,2019,Male,73,152
Na h-Eileanan Siar,2019,Male,74,129
Na h-Eileanan Siar,2019,Male,75,141
Na h-Eileanan Siar,2019,Male,76,118
Na h-Eileanan Siar,2019,Male,77,120
Na h-Eileanan Siar,2019,Male,78,104
Na h-Eileanan Siar,2019,Male,79,104
Na h-Eileanan Siar,2019,Male,80,125
Na h-Eileanan Siar,2019,Male,81,96
Na h-Eileanan Siar,2019,Male,82,75
Na h-Eileanan Siar,2019,Male,83,63
Na h-Eileanan Siar,2019,Male,84,66
Na h-Eileanan Siar,2019,Male,85,57
Na h-Eileanan Siar,2019,Male,86,49
Na h-Eileanan Siar,2019,Male,87,30
Na h-Eileanan Siar,2019,Male,88,37
Na h-Eileanan Siar,2019,Male,89,21
Na h-Eileanan Siar,2019,Male,90,122
North Ayrshire,2019,Female,0,514
North Ayrshire,2019,Female,1,571
North Ayrshire,2019,Female,2,590
North Ayrshire,2019,Female,3,628
North Ayrshire,2019,Female,4,643
North Ayrshire,2019,Female,5,684
North Ayrshire,2019,Female,6,664
North Ayrshire,2019,Female,7,728
North Ayrshire,2019,Female,8,794
North Ayrshire,2019,Female,9,696
North Ayrshire,2019,Female,10,772
North Ayrshire,2019,Female,11,738
North Ayrshire,2019,Female,12,768
North Ayrshire,2019,Female,13,728
North Ayrshire,2019,Female,14,720
North Ayrshire,2019,Female,15,713
North Ayrshire,2019,Female,16,718
North Ayrshire,2019,Female,17,684
North Ayrshire,2019,Female,18,722
North Ayrshire,2019,Female,19,671
North Ayrshire,2019,Female,20,694
North Ayrshire,2019,Female,21,733
North Ayrshire,2019,Female,22,735
North Ayrshire,2019,Female,23,756
North Ayrshire,2019,Female,24,786
North Ayrshire,2019,Female,25,821
North Ayrshire,2019,Female,26,731
North Ayrshire,2019,Female,27,748
North Ayrshire,2019,Female,28,756
North Ayrshire,2019,Female,29,727
North Ayrshire,2019,Female,30,748
North Ayrshire,2019,Female,31,825
North Ayrshire,2019,Female,32,764
North Ayrshire,2019,Female,33,767
North Ayrshire,2019,Female,34,746
North Ayrshire,2019,Female,35,721
North Ayrshire,2019,Female,36,727
North Ayrshire,2019,Female,37,773
North Ayrshire,2019,Female,38,800
North Ayrshire,2019,Female,39,736
North Ayrshire,2019,Female,40,730
North Ayrshire,2019,Female,41,705
North Ayrshire,2019,Female,42,718
North Ayrshire,2019,Female,43,843
North Ayrshire,2019,Female,44,859
North Ayrshire,2019,Female,45,821
North Ayrshire,2019,Female,46,907
North Ayrshire,2019,Female,47,985
North Ayrshire,2019,Female,48,1050
North Ayrshire,2019,Female,49,1066
North Ayrshire,2019,Female,50,1074
North Ayrshire,2019,Female,51,1090
North Ayrshire,2019,Female,52,1142
North Ayrshire,2019,Female,53,1134
North Ayrshire,2019,Female,54,1151
North Ayrshire,2019,Female,55,1178
North Ayrshire,2019,Female,56,1191
North Ayrshire,2019,Female,57,1086
North Ayrshire,2019,Female,58,1045
North Ayrshire,2019,Female,59,1034
North Ayrshire,2019,Female,60,1091
North Ayrshire,2019,Female,61,1067
North Ayrshire,2019,Female,62,987
North Ayrshire,2019,Female,63,996
North Ayrshire,2019,Female,64,932
North Ayrshire,2019,Female,65,970
North Ayrshire,2019,Female,66,975
North Ayrshire,2019,Female,67,883
North Ayrshire,2019,Female,68,898
North Ayrshire,2019,Female,69,847
North Ayrshire,2019,Female,70,970
North Ayrshire,2019,Female,71,970
North Ayrshire,2019,Female,72,1063
North Ayrshire,2019,Female,73,777
North Ayrshire,2019,Female,74,730
North Ayrshire,2019,Female,75,736
North Ayrshire,2019,Female,76,717
North Ayrshire,2019,Female,77,692
North Ayrshire,2019,Female,78,600
North Ayrshire,2019,Female,79,593
North Ayrshire,2019,Female,80,496
North Ayrshire,2019,Female,81,509
North Ayrshire,2019,Female,82,439
North Ayrshire,2019,Female,83,435
North Ayrshire,2019,Female,84,363
North Ayrshire,2019,Female,85,373
North Ayrshire,2019,Female,86,306
North Ayrshire,2019,Female,87,294
North Ayrshire,2019,Female,88,232
North Ayrshire,2019,Female,89,180
North Ayrshire,2019,Female,90,819
North Ayrshire,2019,Male,0,546
North Ayrshire,2019,Male,1,654
North Ayrshire,2019,Male,2,624
North Ayrshire,2019,Male,3,718
North Ayrshire,2019,Male,4,682
North Ayrshire,2019,Male,5,691
North Ayrshire,2019,Male,6,687
North Ayrshire,2019,Male,7,761
North Ayrshire,2019,Male,8,768
North Ayrshire,2019,Male,9,720
North Ayrshire,2019,Male,10,793
North Ayrshire,2019,Male,11,775
North Ayrshire,2019,Male,12,801
North Ayrshire,2019,Male,13,808
North Ayrshire,2019,Male,14,772
North Ayrshire,2019,Male,15,717
North Ayrshire,2019,Male,16,743
North Ayrshire,2019,Male,17,701
North Ayrshire,2019,Male,18,755
North Ayrshire,2019,Male,19,715
North Ayrshire,2019,Male,20,747
North Ayrshire,2019,Male,21,807
North Ayrshire,2019,Male,22,853
North Ayrshire,2019,Male,23,786
North Ayrshire,2019,Male,24,850
North Ayrshire,2019,Male,25,810
North Ayrshire,2019,Male,26,786
North Ayrshire,2019,Male,27,740
North Ayrshire,2019,Male,28,802
North Ayrshire,2019,Male,29,621
North Ayrshire,2019,Male,30,716
North Ayrshire,2019,Male,31,697
North Ayrshire,2019,Male,32,622
North Ayrshire,2019,Male,33,616
North Ayrshire,2019,Male,34,627
North Ayrshire,2019,Male,35,628
North Ayrshire,2019,Male,36,610
North Ayrshire,2019,Male,37,675
North Ayrshire,2019,Male,38,632
North Ayrshire,2019,Male,39,684
North Ayrshire,2019,Male,40,645
North Ayrshire,2019,Male,41,608
North Ayrshire,2019,Male,42,572
North Ayrshire,2019,Male,43,677
North Ayrshire,2019,Male,44,657
North Ayrshire,2019,Male,45,773
North Ayrshire,2019,Male,46,754
North Ayrshire,2019,Male,47,818
North Ayrshire,2019,Male,48,877
North Ayrshire,2019,Male,49,852
North Ayrshire,2019,Male,50,980
North Ayrshire,2019,Male,51,945
North Ayrshire,2019,Male,52,973
North Ayrshire,2019,Male,53,942
North Ayrshire,2019,Male,54,1003
North Ayrshire,2019,Male,55,1074
North Ayrshire,2019,Male,56,975
North Ayrshire,2019,Male,57,1056
North Ayrshire,2019,Male,58,954
North Ayrshire,2019,Male,59,974
North Ayrshire,2019,Male,60,1001
North Ayrshire,2019,Male,61,928
North Ayrshire,2019,Male,62,920
North Ayrshire,2019,Male,63,913
North Ayrshire,2019,Male,64,875
North Ayrshire,2019,Male,65,813
North Ayrshire,2019,Male,66,833
North Ayrshire,2019,Male,67,828
North Ayrshire,2019,Male,68,827
North Ayrshire,2019,Male,69,826
North Ayrshire,2019,Male,70,823
North Ayrshire,2019,Male,71,922
North Ayrshire,2019,Male,72,891
North Ayrshire,2019,Male,73,687
North Ayrshire,2019,Male,74,650
North Ayrshire,2019,Male,75,657
North Ayrshire,2019,Male,76,596
North Ayrshire,2019,Male,77,496
North Ayrshire,2019,Male,78,438
North Ayrshire,2019,Male,79,517
North Ayrshire,2019,Male,80,435
North Ayrshire,2019,Male,81,369
North Ayrshire,2019,Male,82,309
North Ayrshire,2019,Male,83,296
